mix_between_human_indicator_1-12_1-6.wav,290
mix_between_human_indicator_1-6_1-12.wav,479
mix_between_human_indicator_1-6_1-6.wav,250
mix_between_human_indicator_2-12_2-6.wav,367
mix_between_human_indicator_2-6_2-12.wav,144
mix_between_human_indicator_2-6_2-6.wav,295
mix_between_human_indicator_3-12_3-6.wav,780
mix_between_human_indicator_3-6_3-12.wav,841
mix_between_human_indicator_3-6_3-6.wav,573
mix_between_human_indicator_4-12_4-6.wav,1151
mix_between_human_indicator_4-6_4-12.wav,991
mix_between_human_indicator_4-6_4-6.wav,812
mix_between_human_indicator_5-12_5-6.wav,271
mix_between_human_indicator_5-6_5-12.wav,300
mix_between_human_indicator_5-6_5-6.wav,286
mix_between_human_indicator_mechanical_1-12_1-12_1-12.wav,397
mix_between_human_indicator_mechanical_1-12_1-12_1-6.wav,412
mix_between_human_indicator_mechanical_1-12_1-6_1-12.wav,79
mix_between_human_indicator_mechanical_1-12_1-6_1-6.wav,155
mix_between_human_indicator_mechanical_1-6_1-12_1-12.wav,552
mix_between_human_indicator_mechanical_1-6_1-12_1-6.wav,294
mix_between_human_indicator_mechanical_1-6_1-6_1-12.wav,233
mix_between_human_indicator_mechanical_1-6_1-6_1-6.wav,184
mix_between_human_indicator_nature_1-12_1-12_1-12.wav,501
mix_between_human_indicator_nature_1-12_1-12_1-6.wav,503
mix_between_human_indicator_nature_1-12_1-6_1-12.wav,307
mix_between_human_indicator_nature_1-12_1-6_1-6.wav,493
mix_between_human_indicator_nature_1-6_1-12_1-12.wav,606
mix_between_human_indicator_nature_1-6_1-12_1-6.wav,586
mix_between_human_indicator_nature_1-6_1-6_1-12.wav,89
mix_between_human_indicator_nature_1-6_1-6_1-6.wav,355
mix_between_human_indicator_quiet_1-12_1-12_1-12.wav,406
mix_between_human_indicator_quiet_1-12_1-12_1-6.wav,380
mix_between_human_indicator_quiet_1-12_1-6_1-12.wav,500
mix_between_human_indicator_quiet_1-12_1-6_1-6.wav,81
mix_between_human_indicator_quiet_1-6_1-12_1-12.wav,257
mix_between_human_indicator_quiet_1-6_1-12_1-6.wav,502
mix_between_human_indicator_quiet_1-6_1-6_1-12.wav,140
mix_between_human_indicator_quiet_1-6_1-6_1-6.wav,366
mix_between_human_indicator_society_1-12_1-12_1-12.wav,508
mix_between_human_indicator_society_1-12_1-12_1-6.wav,444
mix_between_human_indicator_society_1-12_1-6_1-12.wav,147
mix_between_human_indicator_society_1-12_1-6_1-6.wav,38
mix_between_human_indicator_society_1-6_1-12_1-12.wav,389
mix_between_human_indicator_society_1-6_1-12_1-6.wav,551
mix_between_human_indicator_society_1-6_1-6_1-12.wav,150
mix_between_human_indicator_society_1-6_1-6_1-6.wav,282
mix_between_human_mechanical_1-12_1-6.wav,791
mix_between_human_mechanical_1-6_1-12.wav,662
