mix_between_human_indicator_1-12_1-6.wav,1073
mix_between_human_indicator_1-6_1-12.wav,958
mix_between_human_indicator_1-6_1-6.wav,1064
mix_between_human_indicator_2-12_2-6.wav,288
mix_between_human_indicator_2-6_2-12.wav,723
mix_between_human_indicator_2-6_2-6.wav,542
mix_between_human_indicator_3-12_3-6.wav,697
mix_between_human_indicator_3-6_3-12.wav,841
mix_between_human_indicator_3-6_3-6.wav,936
mix_between_human_indicator_4-12_4-6.wav,600
mix_between_human_indicator_4-6_4-12.wav,369
mix_between_human_indicator_4-6_4-6.wav,430
mix_between_human_indicator_5-12_5-6.wav,577
mix_between_human_indicator_5-6_5-12.wav,670
mix_between_human_indicator_5-6_5-6.wav,796
mix_between_human_indicator_mechanical_1-12_1-12_1-12.wav,1051
mix_between_human_indicator_mechanical_1-12_1-12_1-6.wav,543
mix_between_human_indicator_mechanical_1-12_1-6_1-12.wav,1020
mix_between_human_indicator_mechanical_1-12_1-6_1-6.wav,1083
mix_between_human_indicator_mechanical_1-6_1-12_1-12.wav,824
mix_between_human_indicator_mechanical_1-6_1-12_1-6.wav,997
mix_between_human_indicator_mechanical_1-6_1-6_1-12.wav,999
mix_between_human_indicator_mechanical_1-6_1-6_1-6.wav,1105
mix_between_human_indicator_nature_1-12_1-12_1-12.wav,744
mix_between_human_indicator_nature_1-12_1-12_1-6.wav,897
mix_between_human_indicator_nature_1-12_1-6_1-12.wav,1007
mix_between_human_indicator_nature_1-12_1-6_1-6.wav,1009
mix_between_human_indicator_nature_1-6_1-12_1-12.wav,853
mix_between_human_indicator_nature_1-6_1-12_1-6.wav,871
mix_between_human_indicator_nature_1-6_1-6_1-12.wav,1141
mix_between_human_indicator_nature_1-6_1-6_1-6.wav,1003
mix_between_human_indicator_quiet_1-12_1-12_1-12.wav,1107
mix_between_human_indicator_quiet_1-12_1-12_1-6.wav,902
mix_between_human_indicator_quiet_1-12_1-6_1-12.wav,957
mix_between_human_indicator_quiet_1-12_1-6_1-6.wav,1113
mix_between_human_indicator_quiet_1-6_1-12_1-12.wav,1052
mix_between_human_indicator_quiet_1-6_1-12_1-6.wav,875
mix_between_human_indicator_quiet_1-6_1-6_1-12.wav,1034
mix_between_human_indicator_quiet_1-6_1-6_1-6.wav,1146
mix_between_human_indicator_society_1-12_1-12_1-12.wav,1129
mix_between_human_indicator_society_1-12_1-12_1-6.wav,846
mix_between_human_indicator_society_1-12_1-6_1-12.wav,1138
mix_between_human_indicator_society_1-12_1-6_1-6.wav,1110
mix_between_human_indicator_society_1-6_1-12_1-12.wav,858
mix_between_human_indicator_society_1-6_1-12_1-6.wav,906
mix_between_human_indicator_society_1-6_1-6_1-12.wav,1074
mix_between_human_indicator_society_1-6_1-6_1-6.wav,859
mix_between_human_mechanical_1-12_1-6.wav,730
mix_between_human_mechanical_1-6_1-12.wav,606
mix_between_human_mechanical_1-6_1-6.wav,458
mix_between_human_mechanical_2-12_2-6.wav,971
mix_between_human_mechanical_2-6_2-12.wav,960
mix_between_human_mechanical_2-6_2-6.wav,1134
mix_between_human_mechanical_3-12_3-6.wav,793
mix_between_human_mechanical_3-6_3-12.wav,336
mix_between_human_mechanical_3-6_3-6.wav,738
mix_between_human_mechanical_4-12_4-6.wav,1169
mix_between_human_mechanical_4-6_4-12.wav,968
mix_between_human_mechanical_4-6_4-6.wav,1065
mix_between_human_mechanical_5-12_5-6.wav,383
mix_between_human_mechanical_5-6_5-12.wav,345
mix_between_human_mechanical_5-6_5-6.wav,438
mix_between_human_mechanical_nature_1-12_1-12_1-12.wav,978
mix_between_human_mechanical_nature_1-12_1-12_1-6.wav,983
mix_between_human_mechanical_nature_1-12_1-6_1-12.wav,506
mix_between_human_mechanical_nature_1-12_1-6_1-6.wav,260
mix_between_human_mechanical_nature_1-6_1-12_1-12.wav,255
mix_between_human_mechanical_nature_1-6_1-12_1-6.wav,418
