FileName,SearchTerm,Duration,Class,FsID,FsUrl,Tags
r_0quiet106869_1635617-hq.mp3,ambience,6,back,106869,http://www.freesound.org/people/sean.townsend/sounds/106869/,"ambience,storm,thunder"
r_0quiet120156_1757287-hq.mp3,ambience,6,back,120156,http://www.freesound.org/people/Keygenerator/sounds/120156/,"ambience,atmosphere,dark,disturbing,effect,pad,scary,sound-design,sounddesign,soundscape"
r_0quiet120899_893816-hq.mp3,ambience,6,backfore,120899,http://www.freesound.org/people/hear-no-elvis/sounds/120899/,"ambience,ambient,artificial-sound,atmosphere,avalanche,background-sound,brown,dark,deep,distant,earthquake,effects,fx,noise,quake,rumble,rumble-noise,rumbling,sound,sound-effect,spaceship,white-noise"
r_0quiet127242_116752-hq.mp3,ambience,6,back,127242,http://www.freesound.org/people/Sempoo/sounds/127242/,"thunder,thunderstorm,weather"
r_0quiet129340_2355772-hq.mp3,ambience,6,back,129340,http://www.freesound.org/people/le_abbaye_Noirlac/sounds/129340/,"Ambience,Crickets,Birds,Field-Recording,Bruere-Allichamps,France,Cher-River"
r_0quiet129679_2322692-hq.mp3,ambience,6,back,129679,http://www.freesound.org/people/jmbphilmes/sounds/129679/,"city,atmosphere,apartment,cinema,cars,transit,stereo,backgound-noise,window,traffic,background,night,ambience,white-noise,film"
r_0quiet130215_2355772-hq.mp3,ambience,6,back,130215,http://www.freesound.org/people/le_abbaye_Noirlac/sounds/130215/,"Atmosphere,Cher,Field-Recording,Countryside,Bugs,Bruere-Allichamps,Buzzing,France,Birds,Wind"
r_0quiet130798_735175-hq.mp3,ambience,6,back,130798,http://www.freesound.org/people/frederic.font/sounds/130798/,"night-ambience,snores,sleeping"
r_0quiet130997_735175-hq.mp3,ambience,6,back,130997,http://www.freesound.org/people/frederic.font/sounds/130997/,"night-ambience,snores,sleeping"
r_0quiet133727_1173265-hq.mp3,ambience,6,back,133727,http://www.freesound.org/people/Ephemeral_Rift/sounds/133727/,"noise,pots,banging,spoon,homemade-percussion,sound-effects"
r_0quiet13492_4942-hq.mp3,ambience,6,back,13492,http://www.freesound.org/people/schluppipuppie/sounds/13492/,"ambience,cymbal,horror,low,noise,processed,scream,strange"
r_0quiet135620_2394357-hq.mp3,ambience,6,back,135620,http://www.freesound.org/people/reg7783/sounds/135620/,"ambience,woods,birds,nature,field-recording"
r_0quiet139092_1969152-hq.mp3,ambience,6,back,139092,http://www.freesound.org/people/frasbr/sounds/139092/,"breathing,winter,ice,breath,drone,Ambient,ambience,icey,reverb,cold,wind"
r_0quiet144981_2103589-hq.mp3,ambience,6,back,144981,http://www.freesound.org/people/are16ocean/sounds/144981/,"ambience,horror,ominous,suspense"
r_0quiet145395_2607024-hq.mp3,ambience,6,back,145395,http://www.freesound.org/people/CastleofSamples/sounds/145395/,"woods,river,flowing"
r_0quiet150190_772944-hq.mp3,ambience,6,back,150190,http://www.freesound.org/people/Berwitz/sounds/150190/,"field-recording,flying,sky,plane,high,woods,forest,ambience,birds,wind"
r_0quiet154917_116691-hq.mp3,ambience,6,back,154917,http://www.freesound.org/people/Owl/sounds/154917/,"creek,nature,brook,springtime,water,peaceful,mill,birds,field-recording"
r_0quiet157007_1815320-hq.mp3,ambience,6,back,157007,http://www.freesound.org/people/a-row/sounds/157007/,"filter,Noise,apple,generator,ESP,Monophonic,pro,digital,vind,synthesizersynth,frequency,logic,ambience,cut-off,cutoff,wind"
r_0quiet164202_2977885-hq.mp3,ambience,6,back,164202,http://www.freesound.org/people/Danjocross/sounds/164202/,"scary,animals,field-recording,nature,coyotes,creepy,night,wolves,dogs,howl"
r_0quiet169974_1648170-hq.mp3,ambience,6,back,169974,http://www.freesound.org/people/klankbeeld/sounds/169974/,"atmosphere,spooky,demon,paranormal,sign,gothic,hell,fear,phantom,devil,eerie,nightmare,ghostly,ambience,mystery,horror,evil,haunted,thriller,ghost,scary,fearful,sinister,Halloween,creepy,spectre,drama"
r_0quiet169978_1648170-hq.mp3,ambience,6,back,169978,http://www.freesound.org/people/klankbeeld/sounds/169978/,"atmosphere,spooky,demon,paranormal,sign,gothic,hell,fear,phantom,devil,eerie,nightmare,ghostly,ambience,mystery,horror,evil,haunted,thriller,ghost,scary,fearful,sinister,Halloween,creepy,spectre,drama"
r_0quiet171425_1648170-hq.mp3,ambience,6,back,171425,http://www.freesound.org/people/klankbeeld/sounds/171425/,"summer,atmosphere,general-noise,people,ambiance,alley,down,talking,street,ambient,soundscape,Bosch,trolley,city,city-center,down-town,daytime,ambience,urban,shopping,field-recording,chatting,Den,white-noise,town,dead-end,atmospheric,sparrows"
r_0quiet172036_1648170-hq.mp3,ambience,6,back,172036,http://www.freesound.org/people/klankbeeld/sounds/172036/,"suspense,ambient,phantom,drama,metallic,atmosphere,spooky,ambiance,bogey,atmos,terrifying,ambience,noise,bass,terror,dramatic,haunted,background,ghost,scary,thrill,sinister,creepy,drone,anxious,atmo,Gothic,background-sound,weird"
r_0quiet172351_334103-hq.mp3,ambience,6,back,172351,http://www.freesound.org/people/freemaster2/sounds/172351/,"ambience,hum,craft,plane"
r_0quiet178190_1648170-hq.mp3,ambience,6,back,178190,http://www.freesound.org/people/klankbeeld/sounds/178190/,"general-noise,lightly,suburban,ambiance,snowfall,sleet,weather,cold,soundscape,city,winter,snowing,winter-ambience,calm,ambience,falling,snowflake,umbrella,field-recording,slush,frost,fall,now,white-noise,town,back-ground,snowflakes,background-sound"
r_0quiet178698_3244946-hq.mp3,ambience,6,back,178698,http://www.freesound.org/people/Carlvus/sounds/178698/,"urban,atmosphere,evening,greenwich,suburban,suburbs,night-time,atmos,london,uk,night,ambience"
r_0quiet190573_1648170-hq.mp3,ambience,6,back,190573,http://www.freesound.org/people/klankbeeld/sounds/190573/,"atmosphere,pound,lock,ambiance,harbour,radio,lockages,ambient,vessel,ship,soundscape,boat,Holland,diesel,pounding,drone,communication,ambience,engine,Netherlands,field-recording,barge,tug,banging,shipping,carrier,lockage"
r_0quiet193483_1728127-hq.mp3,ambience,6,back,193483,http://www.freesound.org/people/kangaroovindaloo/sounds/193483/,"atmosphere,Australia,field-recording,nature,insects,Tyntynder,Murray-river,Murray,tyntynder-homestead,atmos,ambience,australian,river,birds,wind,homestead"
r_0quiet193721_1648170-hq.mp3,ambience,6,back,193721,http://www.freesound.org/people/klankbeeld/sounds/193721/,"ding,gong,old,ringing,church-bell,bell,cathedral,village,ambiance,dong,church,chime,ring,city,ambient,clock,9,bells,Netherlands,Holland,clanging,clang,ambience,town,9am,9pm,field-recording"
r_0quiet196005_3321305-hq.mp3,ambience,6,back,196005,http://www.freesound.org/people/bolland/sounds/196005/,"wood,Forest,birds,Dobogok"
r_0quiet197545_3674608-hq.mp3,ambience,6,back,197545,http://www.freesound.org/people/flint10/sounds/197545/,"ambience,modulation,sfx,background,synthetic"
r_0quiet198919_2440401-hq.mp3,ambience,6,back,198919,http://www.freesound.org/people/RichardCulver/sounds/198919/,"mystical,spiritual,celestial,spooky,atmosphere,ambient,eerie,music,samples,melodic,beat,moody,sound,scary,spacial,new-age"
r_0quiet198933_2440401-hq.mp3,ambience,6,back,198933,http://www.freesound.org/people/RichardCulver/sounds/198933/,"melodic,scary,spiritual,celestial,eerie,beat,spooky,spacial,atmosphere,mystical,sound,music,samples,ambient,moody,new-age"
r_0quiet202952_1391822-hq.mp3,ambience,6,back,202952,http://www.freesound.org/people/skyko/sounds/202952/,"field-recording,sun,day,cheerful,bright,external,ambience,backyard,birds"
r_0quiet204510_878508-hq.mp3,ambience,6,back,204510,http://www.freesound.org/people/habbis92/sounds/204510/,"fly,airplane-ambience,stavanger,oslo,destination,Zoom,air,Norwegian,plane,Martin,ambience,airplane,Zoom-H6,norway,XY"
r_0quiet205710_1934467-hq.mp3,ambience,6,back,205710,http://www.freesound.org/people/davidmenke/sounds/205710/,"Ambience,Palm-Springs,Desert,Field-recording,Rock"
r_0quiet205831_1622740-hq.mp3,ambience,6,back,205831,http://www.freesound.org/people/steph64/sounds/205831/,"mountain,thunder,pyrenees,light,ambience,wind,bells"
r_0quiet209338_3464493-hq.mp3,ambience,6,back,209338,http://www.freesound.org/people/Porphyr/sounds/209338/,"bird-song,field-recording,nature,ambient,ambiance,trees,breezy,autumn,windy,woods,forest,birdsong,fall,ambience,soundscape,birds,wind,gusty,blowy"
r_0quiet210107_2973509-hq.mp3,ambience,6,back,210107,http://www.freesound.org/people/Vitouliss/sounds/210107/,"atmosphere,cave,general-noise,testing,ambiance,test,ambient,ambience,soundscape,background-sound"
r_0quiet212144_623488-hq.mp3,ambience,6,back,212144,http://www.freesound.org/people/blaukreuz/sounds/212144/,"city,ambient,field-recording,cars,peaceful,lapping,quiet,New-York,NY,atmo,traffic,night,ambience,riverside,river,wide-angle"
r_0quiet213548_520316-hq.mp3,ambience,6,back,213548,http://www.freesound.org/people/arnaud%20coutancier/sounds/213548/,"pass-by,field-recording,scooter,street,traffic,ambience"
r_0quiet213708_1648170-hq.mp3,ambience,6,back,213708,http://www.freesound.org/people/klankbeeld/sounds/213708/,"atmosphere,general-noise,meadow,estate,ambiance,windy,ambient,soundscape,field-recording,wooded-area,winter,daytime,calm,ambience,Netherlands,Holland,relaxing,nature,park,environmental,polder,white-noise,farmland,branches,country,wind,rural,background-sound"
